,court_surface,year,player_name,opponent_name,tournament,round,num_sets,sets_won,games_won,games_against,tiebreaks_won,tiebreaks_total,aces,double_faults,first_serve_made,first_serve_attempted,first_serve_points_made,first_serve_points_attempted,second_serve_points_made,second_serve_points_attempted,break_points_saved,break_points_against,first_serve_return_points_made,first_serve_return_points_attempted,second_serve_return_points_made,second_serve_return_points_attempted,break_points_made,break_points_attempted,service_points_won,service_points_attempted,return_points_won,return_points_attempted,total_points_won,total_points,player_victory,retirement,won_first_set,doubles,masters,round_num
1062,Clay,2016,M. Trungelliti,A. Ramos-Vinolas,roland-garros,Round of 64,3.0,0.0,12.0,19.0,0.0,0.0,3.0,3.0,76.0,122.0,45.0,76.0,22.0,46.0,15.0,21.0,29.0,74.0,20.0,47.0,3.0,10.0,67.0,122.0,49.0,121.0,116.0,243.0,f,f,f,f,2000,2
1063,Clay,2016,M. Trungelliti,M. Cilic,roland-garros,Round of 128,4.0,3.0,22.0,18.0,1.0,1.0,4.0,5.0,87.0,134.0,56.0,87.0,25.0,47.0,7.0,12.0,15.0,62.0,26.0,48.0,6.0,9.0,81.0,134.0,41.0,110.0,122.0,244.0,t,f,t,f,2000,1
1064,Clay,2016,M. Cilic,M. Trungelliti,roland-garros,Round of 128,4.0,1.0,18.0,22.0,0.0,1.0,13.0,2.0,62.0,110.0,47.0,62.0,22.0,48.0,3.0,9.0,31.0,87.0,22.0,47.0,5.0,12.0,69.0,110.0,53.0,134.0,122.0,244.0,f,f,f,f,2000,1
1065,Clay,2016,M. Ilhan,S. Darcis,roland-garros,Round of 128,3.0,0.0,7.0,18.0,0.0,0.0,1.0,2.0,34.0,70.0,24.0,34.0,13.0,36.0,1.0,7.0,12.0,53.0,14.0,32.0,1.0,7.0,37.0,70.0,26.0,85.0,63.0,155.0,f,f,f,f,2000,1
1066,Clay,2016,M. Bourgue,A. Murray,roland-garros,Round of 64,5.0,2.0,19.0,24.0,0.0,0.0,5.0,4.0,96.0,136.0,62.0,96.0,20.0,40.0,9.0,16.0,26.0,82.0,30.0,57.0,5.0,14.0,82.0,136.0,56.0,139.0,138.0,275.0,f,f,f,f,2000,2
1067,Clay,2016,M. Bourgue,J. Samper-Montana,roland-garros,Round of 128,3.0,3.0,21.0,17.0,2.0,2.0,4.0,4.0,73.0,120.0,49.0,73.0,19.0,47.0,3.0,9.0,43.0,98.0,24.0,48.0,7.0,17.0,68.0,120.0,67.0,146.0,135.0,266.0,t,f,t,f,2000,1
1068,Clay,2016,M. Barton,R. Stepanek,roland-garros,2nd Round Qualifying,3.0,1.0,13.0,16.0,0.0,0.0,13.0,5.0,50.0,98.0,35.0,50.0,22.0,48.0,7.0,12.0,15.0,58.0,13.0,21.0,3.0,8.0,57.0,98.0,28.0,79.0,85.0,177.0,f,f,t,f,2000,-1
1069,Clay,2016,M. Barton,R. Ramanathan,roland-garros,1st Round Qualifying,2.0,2.0,12.0,6.0,0.0,0.0,5.0,2.0,37.0,50.0,29.0,37.0,7.0,13.0,3.0,4.0,15.0,42.0,19.0,28.0,4.0,11.0,36.0,50.0,34.0,70.0,70.0,120.0,t,f,t,f,2000,-2
1070,Clay,2016,M. Bachinger,M. Trungelliti,roland-garros,1st Round Qualifying,3.0,1.0,15.0,19.0,1.0,1.0,3.0,4.0,59.0,119.0,39.0,59.0,26.0,60.0,13.0,19.0,31.0,83.0,19.0,44.0,4.0,12.0,65.0,119.0,50.0,127.0,115.0,246.0,f,f,t,f,2000,-2
1071,Clay,2016,M. Hamou,K. Khachanov,roland-garros,1st Round Qualifying,2.0,0.0,5.0,12.0,0.0,0.0,1.0,3.0,35.0,60.0,23.0,35.0,8.0,25.0,8.0,12.0,11.0,31.0,5.0,24.0,0.0,3.0,31.0,60.0,16.0,55.0,47.0,115.0,f,f,f,f,2000,-2
1072,Clay,2016,M. Janvier,A. Karatsev,roland-garros,1st Round Qualifying,2.0,0.0,8.0,12.0,0.0,0.0,1.0,3.0,32.0,60.0,21.0,32.0,12.0,28.0,2.0,6.0,12.0,41.0,15.0,32.0,2.0,8.0,33.0,60.0,27.0,73.0,60.0,133.0,f,f,f,f,2000,-2
1073,Clay,2016,M. Gonzalez,G. Andreozzi,roland-garros,1st Round Qualifying,2.0,0.0,7.0,12.0,0.0,0.0,2.0,2.0,58.0,81.0,35.0,58.0,9.0,23.0,8.0,12.0,7.0,31.0,5.0,16.0,1.0,1.0,44.0,81.0,12.0,47.0,56.0,128.0,f,f,f,f,2000,-2
1074,Clay,2016,M. Berrer,A. Nedovyesov,roland-garros,1st Round Qualifying,2.0,0.0,11.0,14.0,0.0,1.0,2.0,1.0,65.0,94.0,36.0,65.0,16.0,29.0,2.0,6.0,14.0,59.0,15.0,20.0,3.0,5.0,52.0,94.0,29.0,79.0,81.0,173.0,f,f,f,f,2000,-2
1075,Clay,2016,M. Raonic,A. Mannarino,roland-garros,Round of 64,3.0,3.0,19.0,8.0,1.0,1.0,7.0,1.0,54.0,85.0,41.0,54.0,22.0,31.0,0.0,0.0,15.0,45.0,16.0,25.0,4.0,7.0,63.0,85.0,31.0,70.0,94.0,155.0,t,f,t,f,2000,2
1076,Clay,2016,M. Raonic,A. Ramos-Vinolas,roland-garros,Round of 16,3.0,0.0,10.0,18.0,0.0,0.0,7.0,4.0,62.0,96.0,39.0,62.0,16.0,34.0,9.0,14.0,18.0,67.0,16.0,31.0,1.0,7.0,55.0,96.0,34.0,98.0,89.0,194.0,f,f,f,f,2000,4
1077,Clay,2016,M. Raonic,A. Martin,roland-garros,Round of 32,3.0,3.0,19.0,11.0,1.0,1.0,7.0,3.0,59.0,100.0,41.0,59.0,20.0,41.0,5.0,8.0,41.0,79.0,18.0,35.0,7.0,19.0,61.0,100.0,59.0,114.0,120.0,214.0,t,f,t,f,2000,3
1078,Clay,2016,M. Raonic,J. Tipsarevic,roland-garros,Round of 128,3.0,3.0,19.0,11.0,1.0,1.0,10.0,5.0,44.0,79.0,41.0,44.0,22.0,35.0,0.0,1.0,14.0,49.0,28.0,53.0,4.0,15.0,63.0,79.0,42.0,102.0,105.0,181.0,t,f,t,f,2000,1
1079,Clay,2016,M. Basic,A. Karatsev,roland-garros,2nd Round Qualifying,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,9.0,f,t,f,f,2000,-1
1080,Clay,2016,M. Basic,N. Gombos,roland-garros,1st Round Qualifying,3.0,2.0,20.0,16.0,0.0,1.0,7.0,1.0,62.0,106.0,48.0,62.0,25.0,44.0,3.0,5.0,20.0,80.0,28.0,46.0,4.0,15.0,73.0,106.0,48.0,126.0,121.0,232.0,t,f,t,f,2000,-2
1081,Clay,2016,M. Zverev,V. Millot,roland-garros,1st Round Qualifying,2.0,0.0,9.0,13.0,0.0,0.0,1.0,2.0,49.0,81.0,32.0,49.0,12.0,32.0,7.0,11.0,13.0,41.0,15.0,31.0,2.0,8.0,44.0,81.0,28.0,72.0,72.0,153.0,f,f,f,f,2000,-2
1082,Clay,2016,N. Kyrgios,I. Sijsling,roland-garros,Round of 64,3.0,3.0,18.0,6.0,0.0,0.0,11.0,0.0,45.0,67.0,36.0,45.0,15.0,22.0,1.0,1.0,13.0,39.0,25.0,39.0,6.0,13.0,51.0,67.0,38.0,78.0,89.0,145.0,t,f,t,f,2000,2
1083,Clay,2016,N. Kyrgios,M. Cecchinato,roland-garros,Round of 128,3.0,3.0,20.0,16.0,2.0,2.0,16.0,2.0,64.0,100.0,52.0,64.0,27.0,36.0,1.0,1.0,25.0,79.0,24.0,55.0,1.0,13.0,79.0,100.0,49.0,134.0,128.0,234.0,t,f,t,f,2000,1
1084,Clay,2016,N. Kyrgios,R. Gasquet,roland-garros,Round of 32,3.0,0.0,10.0,19.0,0.0,1.0,8.0,0.0,71.0,99.0,46.0,71.0,14.0,28.0,7.0,12.0,15.0,61.0,17.0,39.0,1.0,4.0,60.0,99.0,32.0,100.0,92.0,199.0,f,f,f,f,2000,3
1085,Clay,2016,N. Basilashvili,D. Gimeno-Traver,roland-garros,2nd Round Qualifying,3.0,2.0,16.0,13.0,0.0,0.0,3.0,2.0,57.0,82.0,46.0,57.0,14.0,25.0,1.0,2.0,15.0,55.0,25.0,45.0,2.0,11.0,60.0,82.0,40.0,100.0,100.0,182.0,t,f,t,f,2000,-1
1086,Clay,2016,N. Basilashvili,J. Donaldson,roland-garros,3rd Round Qualifying,3.0,2.0,17.0,13.0,0.0,0.0,2.0,1.0,62.0,84.0,47.0,62.0,11.0,22.0,1.0,4.0,17.0,57.0,24.0,45.0,5.0,8.0,58.0,84.0,41.0,102.0,99.0,186.0,t,f,f,f,2000,0
1087,Clay,2016,N. Basilashvili,K. Edmund,roland-garros,Round of 128,4.0,1.0,19.0,26.0,1.0,2.0,4.0,7.0,91.0,144.0,62.0,91.0,27.0,53.0,7.0,11.0,12.0,82.0,23.0,50.0,1.0,4.0,89.0,144.0,35.0,132.0,124.0,276.0,f,f,f,f,2000,1
1088,Clay,2016,N. Basilashvili,T. Lamasine,roland-garros,1st Round Qualifying,3.0,2.0,16.0,10.0,0.0,0.0,2.0,4.0,42.0,76.0,27.0,42.0,20.0,34.0,0.0,3.0,21.0,50.0,14.0,25.0,6.0,13.0,47.0,76.0,35.0,75.0,82.0,151.0,t,f,t,f,2000,-2
1089,Clay,2016,N. Djokovic,A. Bedene,roland-garros,Round of 32,3.0,3.0,18.0,8.0,0.0,0.0,5.0,0.0,71.0,93.0,48.0,71.0,12.0,22.0,5.0,7.0,19.0,53.0,28.0,39.0,7.0,17.0,60.0,93.0,47.0,92.0,107.0,185.0,t,f,t,f,2000,3
1090,Clay,2016,N. Djokovic,A. Murray,roland-garros,Finals,4.0,3.0,21.0,13.0,0.0,0.0,4.0,3.0,76.0,110.0,49.0,76.0,20.0,34.0,7.0,10.0,21.0,55.0,32.0,54.0,7.0,14.0,69.0,110.0,53.0,109.0,122.0,219.0,t,f,f,f,2000,7
1091,Clay,2016,N. Djokovic,D. Thiem,roland-garros,Semi-Finals,3.0,3.0,18.0,7.0,0.0,0.0,2.0,1.0,50.0,73.0,36.0,50.0,16.0,23.0,3.0,4.0,23.0,50.0,18.0,33.0,6.0,13.0,52.0,73.0,41.0,83.0,93.0,156.0,t,f,t,f,2000,6
1092,Clay,2016,N. Djokovic,R. Bautista Agut,roland-garros,Round of 16,4.0,3.0,22.0,16.0,0.0,0.0,2.0,5.0,82.0,116.0,53.0,82.0,17.0,34.0,5.0,11.0,47.0,102.0,23.0,40.0,9.0,22.0,70.0,116.0,70.0,142.0,140.0,258.0,t,f,f,f,2000,4
1093,Clay,2016,N. Djokovic,S. Darcis,roland-garros,Round of 64,3.0,3.0,19.0,12.0,0.0,0.0,4.0,4.0,70.0,105.0,47.0,70.0,20.0,35.0,2.0,4.0,20.0,54.0,22.0,44.0,5.0,12.0,67.0,105.0,42.0,98.0,109.0,203.0,t,f,t,f,2000,2
1094,Clay,2016,N. Djokovic,T. Berdych,roland-garros,Quarter-Finals,3.0,3.0,19.0,11.0,0.0,0.0,0.0,1.0,49.0,81.0,35.0,49.0,21.0,32.0,4.0,6.0,15.0,46.0,22.0,35.0,6.0,8.0,56.0,81.0,37.0,81.0,93.0,162.0,t,f,t,f,2000,5
1095,Clay,2016,N. Djokovic,Y. Lu,roland-garros,Round of 128,3.0,3.0,18.0,6.0,0.0,0.0,1.0,1.0,45.0,64.0,34.0,45.0,14.0,19.0,0.0,1.0,30.0,58.0,15.0,26.0,7.0,14.0,48.0,64.0,45.0,84.0,93.0,148.0,t,f,t,f,2000,1
1096,Clay,2016,P. Cuevas,Q. Halys,roland-garros,Round of 64,3.0,3.0,20.0,15.0,2.0,2.0,19.0,5.0,62.0,111.0,53.0,62.0,28.0,49.0,2.0,3.0,24.0,81.0,25.0,51.0,2.0,13.0,81.0,111.0,49.0,132.0,130.0,243.0,t,f,t,f,2000,2
1097,Clay,2016,P. Cuevas,T. Kamke,roland-garros,Round of 128,4.0,3.0,22.0,17.0,1.0,1.0,11.0,0.0,73.0,114.0,56.0,73.0,23.0,41.0,5.0,8.0,25.0,83.0,27.0,45.0,5.0,9.0,79.0,114.0,52.0,128.0,131.0,242.0,t,f,f,f,2000,1
1098,Clay,2016,P. Cuevas,T. Berdych,roland-garros,Round of 32,4.0,1.0,16.0,23.0,0.0,0.0,5.0,0.0,63.0,112.0,41.0,63.0,30.0,49.0,6.0,10.0,13.0,74.0,26.0,56.0,1.0,9.0,71.0,112.0,39.0,130.0,110.0,242.0,f,f,t,f,2000,3
1099,Clay,2016,P. Kohlschreiber,N. Almagro,roland-garros,Round of 128,4.0,1.0,15.0,23.0,0.0,0.0,5.0,3.0,61.0,117.0,40.0,61.0,29.0,56.0,4.0,10.0,10.0,67.0,26.0,50.0,2.0,9.0,69.0,117.0,36.0,117.0,105.0,234.0,f,f,t,f,2000,1
1100,Clay,2016,Q. Halys,H. Chung,roland-garros,Round of 128,3.0,3.0,18.0,9.0,0.0,0.0,8.0,2.0,64.0,89.0,49.0,64.0,14.0,25.0,7.0,8.0,26.0,69.0,16.0,23.0,5.0,11.0,63.0,89.0,42.0,92.0,105.0,181.0,t,f,t,f,2000,1
1101,Clay,2016,Q. Halys,P. Cuevas,roland-garros,Round of 64,3.0,0.0,15.0,20.0,0.0,2.0,11.0,9.0,81.0,132.0,57.0,81.0,26.0,51.0,11.0,13.0,9.0,62.0,21.0,49.0,1.0,3.0,83.0,132.0,30.0,111.0,113.0,243.0,f,f,f,f,2000,2
1102,Clay,2016,R. Stepanek,A. Murray,roland-garros,Round of 128,5.0,2.0,20.0,25.0,0.0,0.0,4.0,8.0,92.0,149.0,59.0,92.0,25.0,57.0,4.0,10.0,27.0,91.0,21.0,47.0,4.0,8.0,84.0,149.0,48.0,138.0,132.0,287.0,f,f,t,f,2000,1
1103,Clay,2016,R. Stepanek,C. Stebe,roland-garros,1st Round Qualifying,2.0,2.0,12.0,8.0,0.0,0.0,3.0,5.0,40.0,65.0,33.0,40.0,11.0,25.0,5.0,6.0,15.0,42.0,15.0,29.0,3.0,6.0,44.0,65.0,30.0,71.0,74.0,136.0,t,f,t,f,2000,-2
1104,Clay,2016,R. Stepanek,M. Barton,roland-garros,2nd Round Qualifying,3.0,2.0,16.0,13.0,0.0,0.0,2.0,2.0,58.0,79.0,43.0,58.0,8.0,21.0,5.0,8.0,15.0,50.0,26.0,48.0,5.0,12.0,51.0,79.0,41.0,98.0,92.0,177.0,t,f,f,f,2000,-1
1105,Clay,2016,R. Stepanek,Y. Nishioka,roland-garros,3rd Round Qualifying,2.0,2.0,12.0,5.0,0.0,0.0,8.0,0.0,35.0,52.0,29.0,35.0,9.0,17.0,4.0,4.0,15.0,34.0,6.0,15.0,3.0,3.0,38.0,52.0,21.0,49.0,59.0,101.0,t,f,t,f,2000,0
1106,Clay,2016,R. Albot,A. Golubev,roland-garros,3rd Round Qualifying,2.0,2.0,13.0,6.0,1.0,1.0,0.0,2.0,47.0,61.0,33.0,47.0,7.0,14.0,3.0,4.0,16.0,41.0,20.0,31.0,4.0,12.0,40.0,61.0,36.0,72.0,76.0,133.0,t,f,t,f,2000,0
1107,Clay,2016,R. Albot,B. Paire,roland-garros,Round of 128,5.0,2.0,22.0,23.0,0.0,0.0,2.0,6.0,87.0,140.0,48.0,87.0,26.0,53.0,9.0,19.0,21.0,60.0,46.0,87.0,9.0,16.0,74.0,140.0,67.0,147.0,141.0,287.0,f,f,f,f,2000,1
1108,Clay,2016,R. Albot,C. Lindell,roland-garros,2nd Round Qualifying,2.0,2.0,13.0,6.0,0.0,0.0,1.0,0.0,47.0,64.0,36.0,47.0,8.0,17.0,3.0,4.0,16.0,39.0,12.0,19.0,4.0,6.0,44.0,64.0,28.0,58.0,72.0,122.0,t,f,t,f,2000,-1
1109,Clay,2016,R. Albot,P. Riba,roland-garros,1st Round Qualifying,2.0,2.0,12.0,6.0,0.0,0.0,0.0,1.0,33.0,50.0,23.0,33.0,11.0,17.0,1.0,2.0,6.0,29.0,22.0,31.0,4.0,5.0,34.0,50.0,28.0,60.0,62.0,110.0,t,f,t,f,2000,-2
1110,Clay,2016,R. Nadal,F. Bagnis,roland-garros,Round of 64,3.0,3.0,18.0,6.0,0.0,0.0,0.0,2.0,56.0,72.0,39.0,56.0,9.0,16.0,7.0,9.0,27.0,50.0,15.0,27.0,8.0,10.0,48.0,72.0,42.0,77.0,90.0,149.0,t,f,t,f,2000,2
1111,Clay,2016,R. Nadal,S. Groth,roland-garros,Round of 128,3.0,3.0,18.0,3.0,0.0,0.0,1.0,0.0,38.0,45.0,34.0,38.0,6.0,7.0,0.0,0.0,20.0,46.0,27.0,34.0,8.0,14.0,40.0,45.0,47.0,80.0,87.0,125.0,t,f,t,f,2000,1
1112,Clay,2016,R. Gasquet,A. Murray,roland-garros,Quarter-Finals,4.0,1.0,15.0,24.0,0.0,1.0,2.0,4.0,88.0,138.0,47.0,88.0,29.0,50.0,11.0,18.0,18.0,70.0,23.0,50.0,3.0,8.0,76.0,138.0,41.0,120.0,117.0,258.0,f,f,t,f,2000,5
1113,Clay,2016,R. Gasquet,B. Fratangelo,roland-garros,Round of 64,3.0,3.0,19.0,10.0,1.0,1.0,2.0,1.0,55.0,87.0,40.0,55.0,23.0,32.0,1.0,2.0,19.0,49.0,23.0,48.0,4.0,11.0,63.0,87.0,42.0,97.0,105.0,184.0,t,f,t,f,2000,2
1114,Clay,2016,R. Gasquet,K. Nishikori,roland-garros,Round of 16,4.0,3.0,22.0,14.0,0.0,0.0,6.0,2.0,59.0,97.0,43.0,59.0,25.0,38.0,3.0,6.0,29.0,77.0,16.0,32.0,7.0,13.0,68.0,97.0,45.0,109.0,113.0,206.0,t,f,t,f,2000,4
1115,Clay,2016,R. Gasquet,N. Kyrgios,roland-garros,Round of 32,3.0,3.0,19.0,10.0,1.0,1.0,8.0,2.0,61.0,100.0,46.0,61.0,22.0,39.0,3.0,4.0,25.0,71.0,14.0,28.0,5.0,12.0,68.0,100.0,39.0,99.0,107.0,199.0,t,f,t,f,2000,3
1116,Clay,2016,R. Gasquet,T. Bellucci,roland-garros,Round of 128,3.0,3.0,18.0,8.0,0.0,0.0,3.0,0.0,59.0,88.0,41.0,59.0,13.0,29.0,7.0,9.0,25.0,52.0,20.0,36.0,7.0,16.0,54.0,88.0,45.0,88.0,99.0,176.0,t,f,t,f,2000,1
1117,Clay,2016,R. Bautista Agut,B. Coric,roland-garros,Round of 32,3.0,3.0,18.0,8.0,0.0,0.0,3.0,1.0,54.0,76.0,44.0,54.0,10.0,22.0,1.0,2.0,24.0,50.0,16.0,32.0,6.0,12.0,54.0,76.0,40.0,82.0,94.0,158.0,t,f,t,f,2000,3
1118,Clay,2016,R. Bautista Agut,D. Tursunov,roland-garros,Round of 128,3.0,3.0,18.0,7.0,0.0,0.0,5.0,3.0,48.0,69.0,35.0,48.0,12.0,21.0,0.0,2.0,18.0,44.0,19.0,30.0,7.0,10.0,47.0,69.0,37.0,74.0,84.0,143.0,t,f,t,f,2000,1
1119,Clay,2016,R. Bautista Agut,N. Djokovic,roland-garros,Round of 16,4.0,1.0,16.0,22.0,0.0,0.0,1.0,2.0,102.0,142.0,55.0,102.0,17.0,40.0,13.0,22.0,29.0,82.0,17.0,34.0,6.0,11.0,72.0,142.0,46.0,116.0,118.0,258.0,f,f,t,f,2000,4
1120,Clay,2016,R. Bautista Agut,P. Mathieu,roland-garros,Round of 64,3.0,3.0,19.0,11.0,1.0,1.0,6.0,1.0,64.0,101.0,47.0,64.0,19.0,37.0,6.0,8.0,18.0,51.0,23.0,42.0,6.0,9.0,66.0,101.0,41.0,93.0,107.0,194.0,t,f,t,f,2000,2
1121,Clay,2016,R. Carballes Baena,A. Pavlasek,roland-garros,Round of 128,5.0,2.0,18.0,23.0,0.0,0.0,0.0,2.0,95.0,135.0,54.0,95.0,20.0,40.0,9.0,17.0,36.0,102.0,27.0,53.0,6.0,19.0,74.0,135.0,63.0,155.0,137.0,290.0,f,f,f,f,2000,1
1122,Clay,2016,R. Carballes Baena,D. Nguyen,roland-garros,1st Round Qualifying,3.0,2.0,17.0,15.0,1.0,1.0,3.0,3.0,73.0,105.0,47.0,73.0,18.0,32.0,5.0,9.0,23.0,59.0,13.0,33.0,4.0,9.0,65.0,105.0,36.0,92.0,101.0,197.0,t,f,t,f,2000,-2
1123,Clay,2016,R. Carballes Baena,M. Copil,roland-garros,3rd Round Qualifying,3.0,2.0,15.0,14.0,0.0,0.0,0.0,2.0,68.0,94.0,46.0,68.0,14.0,26.0,10.0,14.0,11.0,54.0,21.0,30.0,4.0,7.0,60.0,94.0,32.0,84.0,92.0,178.0,t,f,t,f,2000,0
1124,Clay,2016,R. Carballes Baena,P. Krstin,roland-garros,2nd Round Qualifying,2.0,2.0,12.0,6.0,0.0,0.0,2.0,2.0,47.0,78.0,32.0,47.0,11.0,31.0,7.0,9.0,18.0,38.0,16.0,27.0,5.0,15.0,43.0,78.0,34.0,65.0,77.0,143.0,t,f,t,f,2000,-1
1125,Clay,2016,S. Myneni,D. Lee,roland-garros,1st Round Qualifying,3.0,2.0,14.0,16.0,1.0,1.0,12.0,1.0,47.0,93.0,39.0,47.0,22.0,46.0,5.0,7.0,29.0,78.0,10.0,28.0,1.0,6.0,61.0,93.0,39.0,106.0,100.0,199.0,t,f,f,f,2000,-2
1126,Clay,2016,S. Myneni,F. Tiafoe,roland-garros,2nd Round Qualifying,2.0,0.0,11.0,14.0,0.0,1.0,7.0,0.0,59.0,87.0,35.0,59.0,11.0,28.0,10.0,15.0,17.0,47.0,19.0,36.0,4.0,10.0,46.0,87.0,36.0,83.0,82.0,170.0,f,f,f,f,2000,-1
1127,Clay,2016,S. Stakhovsky,B. Klein,roland-garros,1st Round Qualifying,2.0,2.0,12.0,6.0,0.0,0.0,6.0,2.0,27.0,48.0,23.0,27.0,14.0,21.0,0.0,0.0,6.0,27.0,19.0,31.0,3.0,6.0,37.0,48.0,25.0,58.0,62.0,106.0,t,f,t,f,2000,-2
1128,Clay,2016,S. Stakhovsky,M. Ilhan,roland-garros,2nd Round Qualifying,2.0,0.0,8.0,12.0,0.0,0.0,1.0,2.0,44.0,64.0,30.0,44.0,7.0,20.0,10.0,14.0,6.0,30.0,12.0,25.0,2.0,4.0,37.0,64.0,18.0,55.0,55.0,119.0,f,f,f,f,2000,-1
1129,Clay,2016,S. Wawrinka,A. Ramos-Vinolas,roland-garros,Quarter-Finals,3.0,3.0,19.0,9.0,1.0,1.0,8.0,3.0,46.0,89.0,36.0,46.0,29.0,43.0,3.0,4.0,23.0,57.0,18.0,35.0,5.0,11.0,65.0,89.0,41.0,92.0,106.0,181.0,t,f,t,f,2000,5
1130,Clay,2016,S. Wawrinka,A. Murray,roland-garros,Semi-Finals,4.0,1.0,14.0,22.0,0.0,0.0,1.0,2.0,63.0,106.0,43.0,63.0,22.0,43.0,10.0,15.0,15.0,73.0,14.0,36.0,1.0,5.0,65.0,106.0,29.0,109.0,94.0,215.0,f,f,f,f,2000,6
1131,Clay,2016,S. Wawrinka,J. Chardy,roland-garros,Round of 32,3.0,3.0,19.0,12.0,0.0,0.0,4.0,2.0,48.0,80.0,36.0,48.0,24.0,32.0,2.0,4.0,20.0,65.0,24.0,36.0,5.0,9.0,60.0,80.0,44.0,101.0,104.0,181.0,t,f,t,f,2000,3
1132,Clay,2016,S. Wawrinka,L. Rosol,roland-garros,Round of 128,5.0,3.0,25.0,20.0,0.0,0.0,9.0,4.0,90.0,142.0,70.0,90.0,28.0,52.0,8.0,10.0,42.0,106.0,27.0,65.0,4.0,16.0,98.0,142.0,69.0,171.0,167.0,313.0,t,f,f,f,2000,1
1133,Clay,2016,S. Wawrinka,T. Daniel,roland-garros,Round of 64,3.0,3.0,19.0,13.0,1.0,1.0,12.0,1.0,59.0,93.0,48.0,59.0,21.0,34.0,2.0,3.0,26.0,76.0,21.0,45.0,4.0,17.0,69.0,93.0,47.0,121.0,116.0,214.0,t,f,t,f,2000,2
1134,Clay,2016,S. Wawrinka,V. Troicki,roland-garros,Round of 16,4.0,3.0,25.0,18.0,1.0,2.0,19.0,4.0,84.0,140.0,60.0,84.0,34.0,56.0,3.0,5.0,24.0,85.0,32.0,50.0,5.0,10.0,94.0,140.0,56.0,135.0,150.0,275.0,t,f,t,f,2000,4
1135,Clay,2016,S. Robert,A. Zverev,roland-garros,Round of 64,4.0,1.0,12.0,21.0,0.0,0.0,11.0,7.0,48.0,100.0,35.0,48.0,20.0,52.0,5.0,12.0,13.0,60.0,21.0,39.0,3.0,8.0,55.0,100.0,34.0,99.0,89.0,199.0,f,f,f,f,2000,2
1136,Clay,2016,S. Robert,K. Anderson,roland-garros,Round of 128,4.0,3.0,20.0,17.0,0.0,0.0,9.0,7.0,47.0,108.0,42.0,47.0,30.0,61.0,1.0,3.0,20.0,75.0,24.0,46.0,4.0,12.0,72.0,108.0,44.0,121.0,116.0,229.0,t,f,t,f,2000,1
1137,Clay,2016,S. Darcis,M. Ilhan,roland-garros,Round of 128,3.0,3.0,18.0,7.0,0.0,0.0,6.0,1.0,53.0,85.0,41.0,53.0,18.0,32.0,6.0,7.0,10.0,34.0,23.0,36.0,6.0,7.0,59.0,85.0,33.0,70.0,92.0,155.0,t,f,t,f,2000,1
1138,Clay,2016,S. Darcis,N. Djokovic,roland-garros,Round of 64,3.0,0.0,12.0,19.0,0.0,0.0,3.0,5.0,54.0,98.0,34.0,54.0,22.0,44.0,7.0,12.0,23.0,70.0,15.0,35.0,2.0,4.0,56.0,98.0,38.0,105.0,94.0,203.0,f,f,f,f,2000,2
1139,Clay,2016,S. Johnson,F. Verdasco,roland-garros,Round of 128,3.0,0.0,14.0,20.0,0.0,0.0,5.0,5.0,76.0,116.0,51.0,76.0,19.0,40.0,9.0,13.0,23.0,74.0,7.0,27.0,1.0,7.0,70.0,116.0,30.0,101.0,100.0,217.0,f,f,f,f,2000,1
1140,Clay,2016,T. Ito,P. Gojowczyk,roland-garros,1st Round Qualifying,2.0,0.0,7.0,12.0,0.0,0.0,3.0,1.0,44.0,60.0,26.0,44.0,5.0,16.0,2.0,6.0,4.0,30.0,14.0,28.0,1.0,5.0,31.0,60.0,18.0,58.0,49.0,118.0,f,f,f,f,2000,-2
1141,Clay,2016,T. Monteiro,R. Bemelmans,roland-garros,1st Round Qualifying,2.0,0.0,6.0,12.0,0.0,0.0,2.0,0.0,41.0,56.0,23.0,41.0,6.0,15.0,0.0,4.0,5.0,31.0,3.0,11.0,1.0,2.0,29.0,56.0,8.0,42.0,37.0,98.0,f,f,f,f,2000,-2
1142,Clay,2016,T. Fabbiano,F. Lopez,roland-garros,Round of 128,4.0,1.0,16.0,21.0,0.0,0.0,5.0,2.0,80.0,125.0,52.0,80.0,25.0,45.0,5.0,10.0,13.0,62.0,23.0,52.0,2.0,11.0,77.0,125.0,36.0,114.0,113.0,239.0,f,f,f,f,2000,1
1143,Clay,2016,T. Fabbiano,J. Eysseric,roland-garros,1st Round Qualifying,2.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,52.0,62.0,36.0,52.0,6.0,10.0,1.0,2.0,10.0,33.0,15.0,25.0,3.0,6.0,42.0,62.0,25.0,58.0,67.0,120.0,t,f,t,f,2000,-2
1144,Clay,2016,T. Fabbiano,M. Trungelliti,roland-garros,3rd Round Qualifying,2.0,0.0,6.0,13.0,0.0,1.0,0.0,2.0,42.0,61.0,24.0,42.0,8.0,19.0,3.0,7.0,17.0,53.0,12.0,31.0,1.0,12.0,32.0,61.0,29.0,84.0,61.0,145.0,f,f,f,f,2000,0
