,court_surface,year,player_name,opponent_name,tournament,round,num_sets,sets_won,games_won,games_against,tiebreaks_won,tiebreaks_total,aces,double_faults,first_serve_made,first_serve_attempted,first_serve_points_made,first_serve_points_attempted,second_serve_points_made,second_serve_points_attempted,break_points_saved,break_points_against,first_serve_return_points_made,first_serve_return_points_attempted,second_serve_return_points_made,second_serve_return_points_attempted,break_points_made,break_points_attempted,service_points_won,service_points_attempted,return_points_won,return_points_attempted,total_points_won,total_points,player_victory,retirement,won_first_set,doubles,masters,round_num
0,Hard,2018,A. Mannarino,D. Thiem,australian-open,Round of 32,3.0,0.0,11.0,19.0,0.0,0.0,3.0,3.0,56.0,92.0,30.0,56.0,17.0,36.0,6.0,12.0,15.0,52.0,14.0,35.0,2.0,3.0,47.0,92.0,29.0,87.0,76.0,179.0,f,f,f,f,2000,3
1,Hard,2018,A. Mannarino,J. Vesely,australian-open,Round of 64,4.0,3.0,24.0,19.0,1.0,1.0,19.0,8.0,80.0,132.0,62.0,80.0,26.0,52.0,7.0,12.0,27.0,86.0,30.0,49.0,6.0,11.0,88.0,132.0,57.0,135.0,145.0,267.0,t,f,t,f,2000,2
2,Hard,2018,A. Mannarino,M. Berrettini,australian-open,Round of 128,3.0,3.0,18.0,12.0,0.0,0.0,1.0,2.0,47.0,78.0,40.0,47.0,21.0,31.0,1.0,1.0,11.0,48.0,14.0,31.0,3.0,4.0,61.0,78.0,25.0,79.0,86.0,157.0,t,f,t,f,2000,1
3,Hard,2018,A. Menendez-Maceiras,F. Dancevic,australian-open,1st Round Qualifying,3.0,1.0,15.0,16.0,0.0,1.0,16.0,2.0,53.0,87.0,46.0,53.0,14.0,34.0,1.0,3.0,23.0,73.0,13.0,36.0,3.0,9.0,60.0,87.0,36.0,109.0,96.0,196.0,f,f,t,f,2000,-2
4,Hard,2018,A. Ramos-Vinolas,N. Djokovic,australian-open,Round of 32,3.0,0.0,8.0,18.0,0.0,0.0,3.0,3.0,57.0,96.0,34.0,57.0,20.0,39.0,7.0,12.0,11.0,55.0,16.0,32.0,0.0,6.0,54.0,96.0,27.0,87.0,81.0,183.0,f,f,f,f,2000,3
5,Hard,2018,A. Ramos-Vinolas,T. Smyczek,australian-open,Round of 64,3.0,3.0,19.0,12.0,1.0,1.0,6.0,4.0,49.0,83.0,45.0,49.0,21.0,34.0,3.0,3.0,20.0,64.0,18.0,35.0,3.0,11.0,66.0,83.0,38.0,99.0,104.0,182.0,t,f,t,f,2000,2
6,Hard,2018,A. Ramos Viñolas,J. Donaldson,australian-open,Round of 128,3.0,3.0,18.0,9.0,0.0,0.0,3.0,2.0,46.0,84.0,36.0,46.0,22.0,38.0,5.0,6.0,6.0,31.0,21.0,36.0,5.0,7.0,58.0,84.0,27.0,67.0,85.0,151.0,t,f,t,f,2000,1
7,Hard,2018,A. Gonzalez,C. Hemery,australian-open,2nd Round Qualifying,2.0,2.0,12.0,7.0,0.0,0.0,0.0,1.0,39.0,57.0,28.0,39.0,12.0,18.0,3.0,4.0,11.0,35.0,14.0,27.0,3.0,6.0,40.0,57.0,25.0,62.0,65.0,119.0,t,f,t,f,2000,-1
8,Hard,2018,A. Gonzalez,M. Bachinger,australian-open,3rd Round Qualifying,2.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,31.0,47.0,21.0,31.0,5.0,16.0,1.0,4.0,6.0,33.0,8.0,22.0,0.0,4.0,26.0,47.0,14.0,55.0,40.0,102.0,f,f,f,f,2000,0
9,Hard,2018,A. Gonzalez,M. Basic,australian-open,1st Round Qualifying,2.0,2.0,13.0,8.0,1.0,1.0,2.0,1.0,42.0,63.0,32.0,42.0,12.0,21.0,2.0,3.0,17.0,44.0,15.0,31.0,3.0,9.0,44.0,63.0,32.0,75.0,76.0,138.0,t,f,t,f,2000,-2
10,Hard,2018,A. Bublik,D. King,australian-open,2nd Round Qualifying,2.0,0.0,5.0,13.0,0.0,0.0,7.0,7.0,44.0,76.0,27.0,44.0,10.0,32.0,3.0,8.0,7.0,30.0,3.0,14.0,1.0,1.0,37.0,76.0,10.0,44.0,47.0,120.0,f,f,f,f,2000,-1
11,Hard,2018,A. Bublik,G. Oliveira,australian-open,1st Round Qualifying,3.0,2.0,13.0,12.0,0.0,0.0,17.0,9.0,54.0,83.0,44.0,54.0,8.0,29.0,7.0,10.0,23.0,65.0,13.0,25.0,3.0,11.0,52.0,83.0,36.0,90.0,88.0,173.0,t,f,t,f,2000,-2
12,Hard,2018,A. Zverev,H. Chung,australian-open,Round of 32,5.0,2.0,22.0,26.0,0.0,1.0,21.0,5.0,84.0,136.0,60.0,84.0,28.0,52.0,6.0,10.0,24.0,107.0,18.0,35.0,3.0,6.0,88.0,136.0,42.0,142.0,130.0,278.0,f,f,t,f,2000,3
13,Hard,2018,A. Zverev,P. Gojowczyk,australian-open,Round of 64,4.0,3.0,22.0,13.0,0.0,0.0,25.0,1.0,70.0,103.0,55.0,70.0,19.0,33.0,1.0,2.0,21.0,68.0,26.0,43.0,5.0,17.0,74.0,103.0,47.0,111.0,121.0,214.0,t,f,t,f,2000,2
14,Hard,2018,A. Zverev,T. Fabbiano,australian-open,Round of 128,3.0,3.0,20.0,12.0,1.0,1.0,17.0,5.0,76.0,115.0,54.0,76.0,20.0,39.0,12.0,14.0,16.0,51.0,31.0,52.0,5.0,10.0,74.0,115.0,47.0,103.0,121.0,218.0,t,f,t,f,2000,1
15,Hard,2018,A. Bolt,V. Troicki,australian-open,Round of 128,5.0,2.0,22.0,28.0,1.0,1.0,12.0,5.0,83.0,141.0,61.0,83.0,28.0,58.0,6.0,12.0,26.0,107.0,24.0,44.0,3.0,10.0,89.0,141.0,50.0,151.0,139.0,292.0,f,f,t,f,2000,1
16,Hard,2018,A. de Minaur,T. Berdych,australian-open,Round of 128,4.0,1.0,10.0,21.0,0.0,0.0,4.0,4.0,75.0,102.0,43.0,75.0,9.0,27.0,8.0,15.0,9.0,56.0,17.0,31.0,2.0,3.0,52.0,102.0,26.0,87.0,78.0,189.0,f,f,f,f,2000,1
17,Hard,2018,A. Popyrin,T. Smyczek,australian-open,Round of 128,4.0,1.0,16.0,24.0,1.0,1.0,17.0,11.0,79.0,151.0,57.0,79.0,31.0,72.0,8.0,14.0,23.0,85.0,24.0,58.0,2.0,12.0,88.0,151.0,47.0,143.0,135.0,294.0,f,f,f,f,2000,1
18,Hard,2018,A. Haider-Maurer,A. Dolgopolov,australian-open,Round of 128,3.0,0.0,13.0,19.0,0.0,1.0,11.0,7.0,63.0,112.0,40.0,63.0,17.0,49.0,9.0,16.0,10.0,46.0,23.0,42.0,4.0,8.0,57.0,112.0,33.0,88.0,90.0,200.0,f,f,f,f,2000,1
19,Hard,2018,A. Rublev,D. Ferrer,australian-open,Round of 128,5.0,3.0,31.0,23.0,0.0,2.0,13.0,15.0,96.0,179.0,68.0,96.0,34.0,83.0,9.0,17.0,46.0,102.0,35.0,63.0,13.0,21.0,102.0,179.0,81.0,165.0,183.0,344.0,t,f,t,f,2000,1
20,Hard,2018,A. Rublev,G. Dimitrov,australian-open,Round of 32,4.0,1.0,17.0,22.0,0.0,0.0,4.0,13.0,84.0,136.0,56.0,84.0,23.0,52.0,13.0,19.0,21.0,89.0,33.0,53.0,4.0,15.0,79.0,136.0,54.0,142.0,133.0,278.0,f,f,f,f,2000,3
21,Hard,2018,A. Rublev,M. Baghdatis,australian-open,Round of 64,4.0,3.0,24.0,17.0,0.0,1.0,5.0,14.0,60.0,122.0,50.0,60.0,25.0,62.0,3.0,8.0,24.0,81.0,44.0,69.0,9.0,24.0,75.0,122.0,68.0,150.0,143.0,272.0,t,f,t,f,2000,2
22,Hard,2018,B. Tomic,L. Sonego,australian-open,3rd Round Qualifying,3.0,1.0,12.0,18.0,1.0,1.0,2.0,1.0,57.0,90.0,41.0,57.0,19.0,33.0,7.0,10.0,11.0,65.0,14.0,31.0,0.0,2.0,60.0,90.0,25.0,96.0,85.0,186.0,f,f,f,f,2000,0
23,Hard,2018,B. Tomic,T. Paul,australian-open,2nd Round Qualifying,3.0,2.0,19.0,13.0,1.0,2.0,10.0,2.0,65.0,98.0,47.0,65.0,18.0,33.0,5.0,7.0,32.0,82.0,21.0,39.0,5.0,12.0,65.0,98.0,53.0,121.0,118.0,219.0,t,f,t,f,2000,-1
24,Hard,2018,B. Tomic,V. Millot,australian-open,1st Round Qualifying,2.0,2.0,12.0,4.0,0.0,0.0,3.0,0.0,25.0,38.0,21.0,25.0,11.0,13.0,0.0,0.0,13.0,31.0,10.0,15.0,4.0,6.0,32.0,38.0,23.0,46.0,55.0,84.0,t,f,t,f,2000,-2
25,Hard,2018,B. Fratangelo,M. Krueger,australian-open,1st Round Qualifying,2.0,2.0,13.0,9.0,1.0,1.0,6.0,2.0,49.0,75.0,35.0,49.0,15.0,26.0,6.0,8.0,19.0,47.0,11.0,22.0,3.0,4.0,50.0,75.0,30.0,69.0,80.0,144.0,t,f,t,f,2000,-2
26,Hard,2018,B. Fratangelo,Q. Halys,australian-open,3rd Round Qualifying,2.0,0.0,6.0,13.0,0.0,0.0,1.0,1.0,28.0,53.0,17.0,28.0,12.0,25.0,1.0,5.0,7.0,44.0,14.0,20.0,1.0,4.0,29.0,53.0,21.0,64.0,50.0,117.0,f,f,f,f,2000,0
27,Hard,2018,B. Fratangelo,Z. Piros,australian-open,2nd Round Qualifying,2.0,2.0,12.0,7.0,0.0,0.0,5.0,0.0,32.0,50.0,23.0,32.0,15.0,18.0,1.0,1.0,13.0,42.0,15.0,24.0,3.0,7.0,38.0,50.0,28.0,66.0,66.0,116.0,t,f,t,f,2000,-1
28,Hard,2018,B. Ellis,S. Kozlov,australian-open,1st Round Qualifying,3.0,1.0,18.0,18.0,0.0,2.0,10.0,8.0,71.0,146.0,50.0,71.0,34.0,75.0,12.0,16.0,28.0,78.0,22.0,43.0,5.0,14.0,84.0,146.0,50.0,121.0,134.0,267.0,f,f,f,f,2000,-2
29,Hard,2018,B. Mousley,J. Munar,australian-open,3rd Round Qualifying,2.0,0.0,7.0,13.0,0.0,0.0,3.0,1.0,35.0,60.0,30.0,35.0,6.0,25.0,2.0,5.0,4.0,32.0,7.0,19.0,0.0,0.0,36.0,60.0,11.0,51.0,47.0,111.0,f,f,f,f,2000,0
30,Hard,2018,B. Mousley,M. Cecchinato,australian-open,1st Round Qualifying,2.0,2.0,13.0,9.0,1.0,1.0,11.0,1.0,46.0,58.0,37.0,46.0,8.0,12.0,0.0,0.0,18.0,53.0,8.0,18.0,2.0,6.0,45.0,58.0,26.0,71.0,71.0,129.0,t,f,t,f,2000,-2
31,Hard,2018,B. Mousley,R. Ojeda Lara,australian-open,2nd Round Qualifying,3.0,2.0,17.0,14.0,0.0,0.0,20.0,7.0,52.0,89.0,36.0,52.0,22.0,37.0,0.0,3.0,18.0,62.0,14.0,25.0,4.0,8.0,58.0,89.0,32.0,87.0,90.0,176.0,t,f,f,f,2000,-1
32,Hard,2018,C. Norrie,F. Peliwo,australian-open,1st Round Qualifying,3.0,2.0,18.0,12.0,0.0,1.0,3.0,2.0,61.0,90.0,43.0,61.0,16.0,29.0,8.0,9.0,30.0,71.0,12.0,27.0,5.0,11.0,59.0,90.0,42.0,98.0,101.0,188.0,t,f,t,f,2000,-2
33,Hard,2018,C. Norrie,J. Smith,australian-open,2nd Round Qualifying,2.0,0.0,6.0,12.0,0.0,0.0,2.0,3.0,43.0,66.0,27.0,43.0,11.0,23.0,7.0,10.0,9.0,37.0,3.0,12.0,0.0,2.0,38.0,66.0,12.0,49.0,50.0,115.0,f,f,f,f,2000,-1
34,Hard,2018,C. Ruud,D. Schwartzman,australian-open,Round of 64,3.0,0.0,9.0,18.0,0.0,0.0,9.0,2.0,60.0,96.0,36.0,60.0,15.0,36.0,5.0,11.0,4.0,38.0,22.0,42.0,1.0,2.0,51.0,96.0,26.0,80.0,77.0,176.0,f,f,f,f,2000,2
35,Hard,2018,C. Ruud,D. Popko,australian-open,2nd Round Qualifying,2.0,2.0,13.0,8.0,0.0,0.0,4.0,2.0,46.0,65.0,33.0,46.0,10.0,19.0,2.0,3.0,18.0,45.0,6.0,15.0,3.0,8.0,43.0,65.0,24.0,60.0,67.0,125.0,t,f,t,f,2000,-1
36,Hard,2018,C. Ruud,E. Escobedo,australian-open,3rd Round Qualifying,3.0,2.0,18.0,10.0,0.0,1.0,12.0,2.0,73.0,106.0,52.0,73.0,13.0,33.0,4.0,5.0,14.0,50.0,26.0,40.0,5.0,11.0,65.0,106.0,40.0,90.0,105.0,196.0,t,f,t,f,2000,0
37,Hard,2018,C. Ruud,Q. Halys,australian-open,Round of 128,5.0,3.0,33.0,30.0,0.0,1.0,9.0,4.0,153.0,225.0,102.0,153.0,43.0,72.0,14.0,16.0,21.0,120.0,44.0,75.0,4.0,12.0,145.0,225.0,65.0,195.0,210.0,420.0,t,f,t,f,2000,1
38,Hard,2018,C. Ruud,T. Ito,australian-open,1st Round Qualifying,3.0,2.0,16.0,11.0,0.0,0.0,10.0,1.0,57.0,81.0,44.0,57.0,16.0,24.0,7.0,8.0,19.0,62.0,19.0,30.0,3.0,13.0,60.0,81.0,38.0,92.0,98.0,173.0,t,f,f,f,2000,-2
39,Hard,2018,C. Moutet,A. Seppi,australian-open,Round of 128,4.0,1.0,14.0,21.0,0.0,0.0,5.0,5.0,62.0,101.0,35.0,62.0,17.0,39.0,7.0,15.0,20.0,68.0,29.0,53.0,5.0,11.0,52.0,101.0,49.0,121.0,101.0,222.0,f,f,t,f,2000,1
40,Hard,2018,D. Dzumhur,J. Millman,australian-open,Round of 64,4.0,3.0,22.0,16.0,0.0,0.0,7.0,5.0,65.0,117.0,45.0,65.0,28.0,52.0,4.0,8.0,30.0,81.0,21.0,40.0,7.0,15.0,73.0,117.0,51.0,121.0,124.0,238.0,t,f,t,f,2000,2
41,Hard,2018,D. Dzumhur,P. Lorenzi,australian-open,Round of 128,5.0,3.0,24.0,24.0,1.0,1.0,3.0,5.0,74.0,127.0,58.0,74.0,27.0,53.0,4.0,9.0,24.0,92.0,46.0,87.0,5.0,13.0,85.0,127.0,70.0,179.0,155.0,306.0,t,f,f,f,2000,1
42,Hard,2018,D. Dzumhur,R. Nadal,australian-open,Round of 32,3.0,0.0,5.0,18.0,0.0,0.0,5.0,6.0,40.0,75.0,22.0,40.0,11.0,35.0,9.0,16.0,17.0,51.0,9.0,28.0,1.0,2.0,33.0,75.0,26.0,79.0,59.0,154.0,f,f,f,f,2000,3
43,Hard,2018,D. Goffin,J. Benneteau,australian-open,Round of 64,4.0,1.0,19.0,21.0,0.0,2.0,20.0,4.0,72.0,131.0,47.0,72.0,28.0,59.0,10.0,16.0,26.0,86.0,39.0,57.0,7.0,16.0,75.0,131.0,65.0,143.0,140.0,274.0,f,f,t,f,2000,2
44,Hard,2018,D. Goffin,M. Bachinger,australian-open,Round of 128,4.0,3.0,24.0,16.0,0.0,1.0,13.0,7.0,75.0,121.0,55.0,75.0,26.0,46.0,4.0,7.0,19.0,66.0,26.0,45.0,7.0,12.0,81.0,121.0,45.0,111.0,126.0,232.0,t,f,f,f,2000,1
45,Hard,2018,D. Kelly,D. Wu,australian-open,1st Round Qualifying,2.0,0.0,7.0,13.0,0.0,1.0,1.0,5.0,41.0,72.0,23.0,41.0,12.0,31.0,6.0,10.0,15.0,50.0,9.0,16.0,2.0,4.0,35.0,72.0,24.0,66.0,59.0,138.0,f,f,f,f,2000,-2
46,Hard,2018,D. Kudla,D. Thiem,australian-open,Round of 64,5.0,2.0,21.0,27.0,1.0,1.0,12.0,9.0,102.0,181.0,64.0,102.0,36.0,79.0,10.0,18.0,14.0,86.0,39.0,63.0,4.0,8.0,100.0,181.0,53.0,149.0,153.0,330.0,f,f,t,f,2000,2
47,Hard,2018,D. Kudla,S. Johnson,australian-open,Round of 128,4.0,3.0,25.0,18.0,1.0,2.0,9.0,5.0,74.0,130.0,55.0,74.0,36.0,56.0,2.0,4.0,19.0,65.0,35.0,72.0,5.0,11.0,91.0,130.0,54.0,137.0,145.0,267.0,t,f,f,f,2000,1
48,Hard,2018,D. Novak,G. Dimitrov,australian-open,Round of 128,3.0,0.0,6.0,18.0,0.0,0.0,3.0,2.0,49.0,83.0,26.0,49.0,13.0,34.0,8.0,14.0,5.0,38.0,13.0,31.0,0.0,2.0,39.0,83.0,18.0,69.0,57.0,152.0,f,f,f,f,2000,1
49,Hard,2018,D. Schwartzman,A. Dolgopolov,australian-open,Round of 32,4.0,3.0,24.0,15.0,0.0,1.0,13.0,4.0,69.0,118.0,49.0,69.0,28.0,49.0,7.0,10.0,25.0,67.0,31.0,56.0,8.0,12.0,77.0,118.0,56.0,123.0,133.0,241.0,t,f,f,f,2000,3
50,Hard,2018,D. Schwartzman,C. Ruud,australian-open,Round of 64,3.0,3.0,18.0,9.0,0.0,0.0,6.0,4.0,38.0,80.0,34.0,38.0,20.0,42.0,1.0,2.0,24.0,60.0,21.0,36.0,6.0,11.0,54.0,80.0,45.0,96.0,99.0,176.0,t,f,t,f,2000,2
51,Hard,2018,D. Schwartzman,D. Lajovic,australian-open,Round of 128,5.0,3.0,30.0,29.0,0.0,0.0,14.0,7.0,109.0,189.0,68.0,109.0,40.0,80.0,14.0,25.0,48.0,126.0,33.0,57.0,11.0,24.0,108.0,189.0,81.0,183.0,189.0,372.0,t,f,f,f,2000,1
52,Hard,2018,D. Schwartzman,R. Nadal,australian-open,Round of 16,4.0,1.0,16.0,24.0,1.0,1.0,12.0,3.0,79.0,147.0,53.0,79.0,30.0,68.0,11.0,18.0,37.0,100.0,18.0,46.0,3.0,18.0,83.0,147.0,55.0,146.0,138.0,293.0,f,f,f,f,2000,4
53,Hard,2018,D. Thiem,A. Mannarino,australian-open,Round of 32,3.0,3.0,19.0,11.0,0.0,0.0,9.0,2.0,52.0,87.0,37.0,52.0,21.0,35.0,1.0,3.0,26.0,56.0,19.0,36.0,6.0,12.0,58.0,87.0,45.0,92.0,103.0,179.0,t,f,t,f,2000,3
54,Hard,2018,D. Thiem,D. Kudla,australian-open,Round of 64,5.0,3.0,27.0,21.0,0.0,1.0,21.0,8.0,86.0,149.0,72.0,86.0,24.0,63.0,4.0,8.0,38.0,102.0,43.0,79.0,8.0,18.0,96.0,149.0,81.0,181.0,177.0,330.0,t,f,f,f,2000,2
55,Hard,2018,D. Thiem,G. Pella,australian-open,Round of 128,3.0,3.0,18.0,12.0,0.0,0.0,15.0,5.0,69.0,111.0,54.0,69.0,21.0,42.0,6.0,6.0,16.0,55.0,15.0,35.0,3.0,8.0,75.0,111.0,31.0,90.0,106.0,201.0,t,f,t,f,2000,1
56,Hard,2018,D. Thiem,T. Sandgren,australian-open,Round of 16,5.0,2.0,24.0,29.0,1.0,2.0,20.0,4.0,104.0,161.0,79.0,104.0,30.0,57.0,4.0,8.0,37.0,138.0,22.0,48.0,2.0,12.0,109.0,161.0,59.0,186.0,168.0,347.0,f,f,f,f,2000,4
57,Hard,2018,D. Brown,D. Wu,australian-open,2nd Round Qualifying,3.0,2.0,16.0,16.0,1.0,1.0,7.0,8.0,61.0,114.0,43.0,61.0,31.0,53.0,7.0,9.0,22.0,78.0,13.0,29.0,2.0,5.0,74.0,114.0,35.0,107.0,109.0,221.0,t,f,f,f,2000,-1
58,Hard,2018,D. Brown,G. Andreozzi,australian-open,1st Round Qualifying,3.0,2.0,15.0,12.0,0.0,0.0,14.0,3.0,60.0,97.0,43.0,60.0,20.0,37.0,11.0,13.0,19.0,55.0,10.0,24.0,3.0,7.0,63.0,97.0,29.0,79.0,92.0,176.0,t,f,t,f,2000,-2
59,Hard,2018,D. Brown,J. Sousa,australian-open,Round of 128,5.0,2.0,21.0,28.0,1.0,1.0,10.0,11.0,123.0,183.0,79.0,123.0,25.0,60.0,9.0,16.0,13.0,79.0,11.0,38.0,2.0,6.0,104.0,183.0,24.0,117.0,128.0,300.0,f,f,f,f,2000,1
60,Hard,2018,D. Brown,S. Kozlov,australian-open,3rd Round Qualifying,3.0,2.0,15.0,13.0,0.0,0.0,15.0,2.0,57.0,81.0,45.0,57.0,13.0,24.0,3.0,4.0,13.0,56.0,16.0,28.0,2.0,3.0,58.0,81.0,29.0,84.0,87.0,165.0,t,f,t,f,2000,0
61,Hard,2018,E. Ymer,D. King,australian-open,3rd Round Qualifying,2.0,2.0,12.0,7.0,0.0,0.0,5.0,5.0,37.0,66.0,24.0,37.0,16.0,29.0,3.0,5.0,23.0,51.0,8.0,11.0,4.0,11.0,40.0,66.0,31.0,62.0,71.0,128.0,t,f,t,f,2000,0
62,Hard,2018,E. Ymer,D. Novikov,australian-open,2nd Round Qualifying,3.0,2.0,18.0,13.0,0.0,1.0,16.0,2.0,64.0,89.0,51.0,64.0,16.0,25.0,1.0,1.0,10.0,56.0,22.0,39.0,3.0,7.0,67.0,89.0,32.0,95.0,99.0,184.0,t,f,f,f,2000,-1
63,Hard,2018,E. Ymer,K. De Schepper,australian-open,1st Round Qualifying,2.0,2.0,13.0,8.0,1.0,1.0,8.0,1.0,42.0,62.0,33.0,42.0,11.0,20.0,1.0,2.0,16.0,48.0,13.0,19.0,3.0,5.0,44.0,62.0,29.0,67.0,73.0,129.0,t,f,t,f,2000,-2
64,Hard,2018,E. Ymer,M. McDonald,australian-open,Round of 128,4.0,1.0,14.0,22.0,0.0,0.0,2.0,4.0,64.0,124.0,42.0,64.0,26.0,60.0,7.0,13.0,17.0,73.0,22.0,42.0,2.0,7.0,68.0,124.0,39.0,115.0,107.0,239.0,f,f,f,f,2000,1
65,Hard,2018,E. Escobedo,A. Giannessi,australian-open,2nd Round Qualifying,2.0,2.0,12.0,5.0,0.0,0.0,4.0,4.0,37.0,56.0,29.0,37.0,10.0,19.0,2.0,2.0,11.0,31.0,7.0,14.0,3.0,6.0,39.0,56.0,18.0,45.0,57.0,101.0,t,f,t,f,2000,-1
66,Hard,2018,E. Escobedo,C. Ruud,australian-open,3rd Round Qualifying,3.0,1.0,10.0,18.0,1.0,1.0,12.0,3.0,50.0,90.0,36.0,50.0,14.0,40.0,6.0,11.0,21.0,73.0,20.0,33.0,1.0,5.0,50.0,90.0,41.0,106.0,91.0,196.0,f,f,f,f,2000,0
67,Hard,2018,E. Escobedo,P. Andujar,australian-open,1st Round Qualifying,2.0,2.0,12.0,4.0,0.0,0.0,2.0,4.0,26.0,51.0,19.0,26.0,15.0,25.0,3.0,4.0,10.0,29.0,17.0,21.0,5.0,11.0,34.0,51.0,27.0,50.0,61.0,101.0,t,f,t,f,2000,-2
68,Hard,2018,F. Fognini,E. Donskoy,australian-open,Round of 64,4.0,3.0,20.0,14.0,0.0,0.0,6.0,5.0,61.0,117.0,42.0,61.0,35.0,56.0,2.0,4.0,17.0,63.0,26.0,43.0,5.0,14.0,77.0,117.0,43.0,106.0,120.0,223.0,t,f,f,f,2000,2
69,Hard,2018,F. Fognini,H. Zeballos,australian-open,Round of 128,3.0,3.0,19.0,13.0,0.0,0.0,16.0,3.0,60.0,90.0,42.0,60.0,19.0,30.0,4.0,7.0,33.0,74.0,16.0,34.0,6.0,14.0,61.0,90.0,49.0,108.0,110.0,198.0,t,f,t,f,2000,1
70,Hard,2018,F. Fognini,J. Benneteau,australian-open,Round of 32,5.0,3.0,25.0,18.0,0.0,0.0,3.0,6.0,92.0,142.0,65.0,92.0,24.0,50.0,11.0,14.0,30.0,83.0,23.0,43.0,7.0,12.0,89.0,142.0,53.0,126.0,142.0,268.0,t,f,f,f,2000,3
71,Hard,2018,F. Fognini,T. Berdych,australian-open,Round of 16,3.0,0.0,9.0,18.0,0.0,0.0,3.0,4.0,47.0,83.0,23.0,47.0,20.0,36.0,5.0,11.0,10.0,42.0,20.0,47.0,2.0,9.0,43.0,83.0,30.0,89.0,73.0,172.0,f,f,f,f,2000,4
72,Hard,2018,F. Dancevic,A. Menendez-Maceiras,australian-open,1st Round Qualifying,3.0,2.0,16.0,15.0,1.0,1.0,14.0,1.0,73.0,109.0,50.0,73.0,23.0,36.0,6.0,9.0,7.0,53.0,20.0,34.0,2.0,3.0,73.0,109.0,27.0,87.0,100.0,196.0,t,f,f,f,2000,-2
73,Hard,2018,F. Dancevic,D. Lee,australian-open,2nd Round Qualifying,3.0,1.0,15.0,17.0,0.0,1.0,12.0,4.0,55.0,110.0,43.0,55.0,30.0,55.0,6.0,8.0,16.0,66.0,23.0,47.0,1.0,9.0,73.0,110.0,39.0,113.0,112.0,223.0,f,f,t,f,2000,-1
74,Hard,2018,G. Elias,J. Kovalik,australian-open,1st Round Qualifying,2.0,0.0,4.0,12.0,0.0,0.0,5.0,1.0,28.0,54.0,18.0,28.0,7.0,26.0,3.0,8.0,5.0,26.0,9.0,18.0,1.0,2.0,25.0,54.0,14.0,44.0,39.0,98.0,f,f,f,f,2000,-2
75,Hard,2018,G. Muller,F. Delbonis,australian-open,Round of 128,3.0,3.0,19.0,12.0,0.0,0.0,15.0,2.0,59.0,88.0,46.0,59.0,20.0,29.0,3.0,3.0,25.0,74.0,20.0,37.0,3.0,11.0,66.0,88.0,45.0,111.0,111.0,199.0,t,f,t,f,2000,1
76,Hard,2018,G. Muller,M. Jaziri,australian-open,Round of 64,5.0,3.0,28.0,24.0,0.0,1.0,32.0,8.0,109.0,175.0,91.0,109.0,26.0,66.0,12.0,14.0,23.0,92.0,34.0,79.0,5.0,18.0,117.0,175.0,57.0,171.0,174.0,346.0,t,f,t,f,2000,2
77,Hard,2018,G. Muller,P. Carreno Busta,australian-open,Round of 32,4.0,1.0,22.0,25.0,0.0,1.0,40.0,5.0,88.0,138.0,74.0,88.0,22.0,50.0,2.0,4.0,24.0,105.0,16.0,37.0,1.0,4.0,96.0,138.0,40.0,142.0,136.0,280.0,f,f,f,f,2000,3
78,Hard,2018,G. Dimitrov,A. Rublev,australian-open,Round of 32,4.0,3.0,22.0,17.0,0.0,0.0,13.0,15.0,89.0,142.0,68.0,89.0,20.0,53.0,11.0,15.0,28.0,84.0,29.0,52.0,6.0,19.0,88.0,142.0,57.0,136.0,145.0,278.0,t,f,t,f,2000,3
79,Hard,2018,G. Dimitrov,D. Novak,australian-open,Round of 128,3.0,3.0,18.0,6.0,0.0,0.0,7.0,5.0,38.0,69.0,33.0,38.0,18.0,31.0,2.0,2.0,23.0,49.0,21.0,34.0,6.0,14.0,51.0,69.0,44.0,83.0,95.0,152.0,t,f,t,f,2000,1
80,Hard,2018,G. Dimitrov,K. Edmund,australian-open,Quarter-Finals,4.0,1.0,17.0,21.0,0.0,0.0,7.0,7.0,73.0,116.0,50.0,73.0,23.0,43.0,10.0,15.0,20.0,80.0,25.0,44.0,3.0,9.0,73.0,116.0,45.0,124.0,118.0,240.0,f,f,f,f,2000,5
81,Hard,2018,G. Dimitrov,M. McDonald,australian-open,Round of 64,5.0,3.0,24.0,24.0,0.0,0.0,8.0,9.0,101.0,147.0,78.0,101.0,13.0,46.0,6.0,11.0,22.0,85.0,35.0,66.0,5.0,12.0,91.0,147.0,57.0,151.0,148.0,298.0,t,f,f,f,2000,2
82,Hard,2018,G. Dimitrov,N. Kyrgios,australian-open,Round of 16,4.0,3.0,25.0,24.0,3.0,3.0,16.0,7.0,111.0,158.0,90.0,111.0,19.0,47.0,2.0,5.0,21.0,101.0,27.0,54.0,2.0,9.0,109.0,158.0,48.0,155.0,157.0,313.0,t,f,t,f,2000,4
83,Hard,2018,H. Laaksonen,F. Gaio,australian-open,1st Round Qualifying,2.0,0.0,7.0,12.0,0.0,0.0,8.0,2.0,46.0,69.0,27.0,46.0,9.0,23.0,4.0,8.0,9.0,29.0,7.0,25.0,1.0,3.0,36.0,69.0,16.0,54.0,52.0,123.0,f,f,f,f,2000,-2
